LE_MET_level6;Benthis_metiers;Benthis_metiers_reviewed;Benthis_metiers_old;Metier_level5;Metier_level4;JNCC_grouping;Fishing_category;Description
SSC_SPF_2499;NA;SSC_DMF;;SSC_SPF;SSC;NA;Seine;Scottish_Seine
SSC_SPF_624;NA;SSC_DMF;;SSC_SPF;SSC;NA;Seine;Scottish_Seine
SSC_SPF_874;NA;SSC_DMF;;SSC_SPF;SSC;NA;Seine;Scottish_Seine
SSC_UNK_0;;SSC_DMF;;SSC_UNK;SSC;NA;Seine;Scottish_Seine
SSC_UNK_1249;NA;SSC_DMF;;SSC_UNK;SSC;NA;Seine;Scottish_Seine
SSC_UNK_1749;NA;SSC_DMF;;SSC_UNK;SSC;NA;Seine;Scottish_Seine
SSC_UNK_349;NA;SSC_DMF;;SSC_UNK;SSC;NA;Seine;Scottish_Seine
SSC_UNK_624;NA;SSC_DMF;;SSC_UNK;SSC;NA;Seine;Scottish_Seine
SSC_UNK_874;NA;SSC_DMF;;SSC_UNK;SSC;NA;Seine;Scottish_Seine
SUM_UND_100-119_0_0;;NA;;SUM_UND;SUM;NA;NA;NA
SUM_UND_>=120_0_0;;NA;;SUM_UND;SUM;NA;NA;NA
SV_DEF_0;;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_DEF_1249;SDN_DMF;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_DEF_1749;SDN_DMF;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_DEF_2499;SDN_DMF;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_DEF_349;SDN_DMF;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_DEF_624;SDN_DMF;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_DEF_874;SDN_DMF;SDN_DMF;;SV_DEF;SV;Seine;Seine;Seine
SV_FIF_0_0_0;NA;SDN_DMF;;SV_FIF;SV;Seine;Seine;Seine
SV_SPF_0;;SDN_DMF;;SV_SPF;SV;Seine;Seine;Seine
SV_SPF_0_0_0;NA;SDN_DMF;;SV_SPF;SV;Seine;Seine;Seine
SV_SPF_624;NA;SDN_DMF;;SV_SPF;SV;Seine;Seine;Seine
SX_DEF_0;;SDN_DMF;;SX_DEF;SX;NA;Seine;Seine
SX_DEF_2499;SDN_DMF;SDN_DMF;;SX_DEF;SX;NA;Seine;Seine
SX_DEF_624;SDN_DMF;SDN_DMF;;SX_DEF;SX;NA;Seine;Seine
SX_SPF_0;;SDN_DMF;;SX_SPF;SX;NA;Seine;Seine
SX_SPF_624;NA;SDN_DMF;;SX_SPF;SX;NA;Seine;Seine
TBB_CEP_0_0_0;TBB_DMF;TBB_DMF;;TBB_CEP;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_0_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_100-119_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_100_119_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_16-31;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_16-31_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_16_31_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_32-69_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_70-99_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_70_99_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_<16_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_>=120_0_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_CRU_>=70_0;TBB_CRU;TBB_CRU;;TBB_CRU;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_0_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_0_16_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_100-119;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_100-119_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_100_119_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_16-31_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_16_31_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_32-69_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_32_69_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_70-89_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_70-99;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_70-99_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_70_99_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_90-119_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_<16_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_>=120;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_>=120_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_>=120_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_>=70_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DEF_UND_0_0;TBB_DMF;TBB_DMF;;TBB_DEF;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_DWS_70-99_0_0;NA;TBB_DMF;;TBB_DWS;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MCD_16-31_0_0;TBB_CRU;TBB_CRU;;TBB_MCD;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MCD_70-99_0_0;TBB_CRU;TBB_DMF;;TBB_MCD;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MCD_>=120_0_0;TBB_CRU;TBB_DMF;;TBB_MCD;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MOL_0_0_0;TBB_MOL;TBB_MOL;;TBB_MOL;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MOL_100-119_0_0;TBB_MOL;TBB_MOL;;TBB_MOL;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MOL_16_31_0;TBB_MOL;TBB_MOL;;TBB_MOL;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MOL_70-99_0_0;TBB_MOL;TBB_MOL;;TBB_MOL;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_MOL_70_99_0;TBB_MOL;TBB_MOL;;TBB_MOL;TBB;Beam_Trawl;Beam;Beam_Trawl
TBB_SPF_70-99_0_0;NA;TBB_DMF;;TBB_SPF;TNN;Beam_Trawl;Beam;Beam_Trawl
TBN_CRU_0;;OT_CRU;;TBN_CRU;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_CRU_349;OT_CRU;OT_CRU;;TBN_CRU;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_CRU_624;OT_CRU;OT_CRU;;TBN_CRU;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_DEF_0;;OT_CRU;;TBN_DEF;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_DEF_349;OT_DMF;OT_CRU;;TBN_DEF;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_DEF_624;OT_DMF;OT_CRU;;TBN_DEF;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_UNK_0;;OT_CRU;;TBN_UNK;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBN_UNK_624;NA;OT_CRU;;TBN_UNK;TBN;Nephrops_Trawl;Otter;Nephrops_Trawl
TBS_CRU_0;;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_1249;OT_CRU;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_16-31_0_0;;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_349;OT_CRU;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_5000;OT_CRU;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_624;OT_CRU;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_874;OT_CRU;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_CRU_<16_0_0;;OT_CRU;;TBS_CRU;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_DEF_0;;OT_CRU;;TBS_DEF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_DEF_1249;OT_DMF;OT_CRU;;TBS_DEF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_DEF_16-31_0_0;OT_DMF;OT_CRU;;TBS_DEF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_DEF_349;OT_DMF;OT_CRU;;TBS_DEF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_DEF_624;OT_DMF;OT_CRU;;TBS_DEF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_DEF_874;OT_DMF;OT_CRU;;TBS_DEF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_SPF_0;;OT_CRU;;TBS_SPF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_SPF_1249;OT_SPF;OT_CRU;;TBS_SPF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_SPF_349;OT_SPF;OT_CRU;;TBS_SPF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_SPF_5000;OT_SPF;OT_CRU;;TBS_SPF;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_UNK_0;;OT_CRU;;TBS_UNK;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_UNK_349;NA;OT_CRU;;TBS_UNK;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TBS_UNK_874;NA;OT_CRU;;TBS_UNK;TBS;Otter_Trawl;Otter;Shrimp_Trawl
TB_CRU_0;;OT_CRU;;TB_CRU;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_CRU_624;OT_CRU;OT_CRU;;TB_CRU;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_DEF_0;;OT_DMF;;TB_DEF;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_DEF_3999;OT_DMF;OT_DMF;;TB_DEF;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_DEF_624;OT_DMF;OT_DMF;;TB_DEF;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_SPF_0;;OT_SPF;;TB_SPF;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_SPF_3999;OT_SPF;OT_SPF;;TB_SPF;TB;Otter_Trawl;Otter;Bottom_Trawl
TB_SPF_5000;OT_SPF;OT_SPF;;TB_SPF;TB;Otter_Trawl;Otter;Bottom_Trawl
TMS_CRU_0;;OT_CRU;;TMS_CRU;TMS;NA;Midwater;Midwater_Beam
TMS_CRU_2499;NA;OT_CRU;;TMS_CRU;TMS;NA;Midwater;Midwater_Beam
TMS_CRU_349;NA;OT_CRU;;TMS_CRU;TMS;NA;Midwater;Midwater_Beam
TMS_CRU_624;NA;OT_CRU;;TMS_CRU;TMS;NA;Midwater;Midwater_Beam
TMS_CRU_874;NA;OT_CRU;;TMS_CRU;TMS;NA;Midwater;Midwater_Beam
TMS_DEF_0;;OT_CRU;;TMS_DEF;TMS;NA;Midwater;Midwater_Beam
TMS_DEF_874;NA;OT_CRU;;TMS_DEF;TMS;NA;Midwater;Midwater_Beam
TM_DEF_0;;NA;;TM_DEF;TM;NA;Midwater;Midwater_Beam
TM_DEF_349;NA;NA;;TM_DEF;TM;NA;Midwater;Midwater_Beam
TM_SPF_0;;NA;;TM_SPF;TM;NA;Midwater;Midwater_Beam
TM_SPF_349;NA;NA;;TM_SPF;TM;NA;Midwater;Midwater_Beam
TM_SPF_3999;NA;NA;;TM_SPF;TM;NA;Midwater;Midwater_Beam
TM_SPF_5000;NA;NA;;TM_SPF;TM;NA;Midwater;Midwater_Beam
TX_CRU_349;NA;NA;;TX_CRU;TX;NA;Other;Other
UNKNOWN;NA;NA;;NA;NA;NA;NA;NA
XXXXXXXXXXXXXXXXXXXX;NA;NA;;NA;NA;NA;NA;NA
XXXXXXXXXXXXXXXXXXXXXXX;;NA;;NA;NA;NA;NA;NA
XXX_vvv_vvv_vvv_vvv;NA;NA;;NA;NA;NA;NA;NA
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
