Area,Measure,Rectangle,Species,Year,Values
B,Landings_t_,43G8,PLE,2006,0.01
B,Landings_t_,41G6,PLE,2006,0.084
B,Landings_t_,41G4,PLE,2006,0.057
B,Landings_t_,40G7,PLE,2006,0.086
B,Landings_t_,40G6,PLE,2006,4.178
B,Landings_t_,40G5,PLE,2006,6.1065
B,Landings_t_,40G4,PLE,2006,16.4057
B,Landings_t_,39G9,PLE,2006,0.003
B,Landings_t_,39G8,PLE,2006,1.454
B,Landings_t_,39G7,PLE,2006,0.752
B,Landings_t_,39G6,PLE,2006,18.204
B,Landings_t_,39G5,PLE,2006,122.847
B,Landings_t_,39G4,PLE,2006,169.647
B,Landings_t_,38G8,PLE,2006,3.148
B,Landings_t_,38G7,PLE,2006,0.083
B,Landings_t_,38G6,PLE,2006,21.6395
B,Landings_t_,38G5,PLE,2006,49.7154
B,Landings_t_,37G9,PLE,2006,0.032
B,Landings_t_,37G6,PLE,2006,0.05
B,Landings_t_,37G5,PLE,2006,8.52
A,Landings_t_,41G2,PLE,2006,80.819
A,Landings_t_,41G1,PLE,2006,12.32
A,Landings_t_,41G0,PLE,2006,20.632
A,Landings_t_,40G3,PLE,2006,0.355
A,Landings_t_,40G2,PLE,2006,106.79
A,Landings_t_,40G1,PLE,2006,46.093
A,Landings_t_,40G0,PLE,2006,241.138
A,Landings_t_,40F9,PLE,2006,0.341
A,Landings_t_,39G4,PLE,2006,87.7031
A,Landings_t_,39G3,PLE,2006,74.2632
A,Landings_t_,39G2,PLE,2006,24.938
A,Landings_t_,39G1,PLE,2006,59.546
A,Landings_t_,39G0,PLE,2006,141.326
A,Landings_t_,39F9,PLE,2006,15.09
A,Landings_t_,38G4,PLE,2006,68.251
A,Landings_t_,38G3,PLE,2006,138.236
A,Landings_t_,38G2,PLE,2006,149.854
A,Landings_t_,38G1,PLE,2006,14.21
A,Landings_t_,38G0,PLE,2006,114.443
A,Landings_t_,38F9,PLE,2006,0.63
A,Landings_t_,37G4,PLE,2006,6.701
A,Landings_t_,37G3,PLE,2006,6.141
A,Landings_t_,37G2,PLE,2006,5.975
A,Landings_t_,37G1,PLE,2006,29.996
A,Landings_t_,37G0,PLE,2006,0.763
A,Landings_t_,36G3,PLE,2006,0.141
C,Landings_t_,54G8,FLX,2006,0.0162
C,Landings_t_,50G8,FLX,2006,0.003
C,Landings_t_,49G9,FLX,2006,0.002
C,Landings_t_,49G8,FLX,2006,0.178
C,Landings_t_,48H5,FLX,2006,0.005
C,Landings_t_,48H4,FLX,2006,0.005
C,Landings_t_,48G9,FLX,2006,0.006
C,Landings_t_,47H4,FLX,2006,0.003
C,Landings_t_,47H2,FLX,2006,9.305
C,Landings_t_,47G9,FLX,2006,0.054
C,Landings_t_,46H3,FLX,2006,0.005
C,Landings_t_,46H2,FLX,2006,0.001
B,Landings_t_,48G8,FLX,2006,0.169
B,Landings_t_,47G8,FLX,2006,0.11
B,Landings_t_,46G8,FLX,2006,0.179
B,Landings_t_,46G7,FLX,2006,0.123
B,Landings_t_,45H4,FLX,2006,0.094
B,Landings_t_,45H3,FLX,2006,0.038
B,Landings_t_,45G7,FLX,2006,0.225
B,Landings_t_,45G6,FLX,2006,1.473
B,Landings_t_,44G9,FLX,2006,0.103
B,Landings_t_,44G8,FLX,2006,6.464
B,Landings_t_,44G7,FLX,2006,0.029
B,Landings_t_,44G6,FLX,2006,2.452
B,Landings_t_,43G9,FLX,2006,1.723
B,Landings_t_,43G8,FLX,2006,14.026
B,Landings_t_,43G7,FLX,2006,8.347
B,Landings_t_,43G6,FLX,2006,3.51
B,Landings_t_,42H0,FLX,2006,0.2
B,Landings_t_,42G7,FLX,2006,0.015
B,Landings_t_,42G6,FLX,2006,10.011
B,Landings_t_,41H0,FLX,2006,172.303
B,Landings_t_,41G9,FLX,2006,100.266
B,Landings_t_,41G8,FLX,2006,0.874
B,Landings_t_,41G7,FLX,2006,0.001
B,Landings_t_,41G6,FLX,2006,2.815
B,Landings_t_,41G5,FLX,2006,0.867
B,Landings_t_,41G4,FLX,2006,0.646
B,Landings_t_,40H0,FLX,2006,5.57
B,Landings_t_,40G9,FLX,2006,14.653
B,Landings_t_,40G8,FLX,2006,28.8665
B,Landings_t_,40G7,FLX,2006,17.36
B,Landings_t_,40G6,FLX,2006,8.315
B,Landings_t_,40G5,FLX,2006,36.6161
B,Landings_t_,40G4,FLX,2006,220.898
B,Landings_t_,39G9,FLX,2006,0.7875
B,Landings_t_,39G8,FLX,2006,181.7768
B,Landings_t_,39G7,FLX,2006,962.2446
B,Landings_t_,39G6,FLX,2006,479.6539
B,Landings_t_,39G5,FLX,2006,1076.7459
B,Landings_t_,39G4,FLX,2006,319.982
B,Landings_t_,38G9,FLX,2006,24.707
B,Landings_t_,38G8,FLX,2006,455.5992
B,Landings_t_,38G7,FLX,2006,551.5665
B,Landings_t_,38G6,FLX,2006,387.3444
B,Landings_t_,38G5,FLX,2006,1986.9114
B,Landings_t_,37G9,FLX,2006,656.7095
B,Landings_t_,37G8,FLX,2006,340.425
B,Landings_t_,37G6,FLX,2006,96.3281
B,Landings_t_,37G5,FLX,2006,1533.0005
A,Landings_t_,41G2,FLX,2006,48.351
A,Landings_t_,41G1,FLX,2006,26.206
A,Landings_t_,41G0,FLX,2006,23.67
A,Landings_t_,40G4,FLX,2006,0.317
A,Landings_t_,40G3,FLX,2006,3.133
A,Landings_t_,40G2,FLX,2006,104.302
A,Landings_t_,40G1,FLX,2006,59.877
A,Landings_t_,40G0,FLX,2006,108.444
A,Landings_t_,40F9,FLX,2006,2.571
A,Landings_t_,39G4,FLX,2006,76.311
A,Landings_t_,39G3,FLX,2006,87.601
A,Landings_t_,39G2,FLX,2006,103.621
A,Landings_t_,39G1,FLX,2006,54.667
A,Landings_t_,39G0,FLX,2006,102.329
A,Landings_t_,39F9,FLX,2006,17.722
A,Landings_t_,38G4,FLX,2006,685.2423
A,Landings_t_,38G3,FLX,2006,651.103
A,Landings_t_,38G2,FLX,2006,224.487
A,Landings_t_,38G1,FLX,2006,21.132
A,Landings_t_,38G0,FLX,2006,148.005
A,Landings_t_,38F9,FLX,2006,7.276
A,Landings_t_,37G4,FLX,2006,1318.174
A,Landings_t_,37G3,FLX,2006,276.047
A,Landings_t_,37G2,FLX,2006,37.368
A,Landings_t_,37G1,FLX,2006,175.815
A,Landings_t_,37G0,FLX,2006,29.926
A,Landings_t_,36G4,FLX,2006,48.252
A,Landings_t_,36G3,FLX,2006,0.779
A,Landings_t_,36G0,FLX,2006,0.098
28.2,Landings_t_,44H1,FLX,2006,71.037
28.2,Landings_t_,43H1,FLX,2006,192.051
28.2,Landings_t_,43H0,FLX,2006,14.21
28.2,Landings_t_,42H1,FLX,2006,36.207
28.2,Landings_t_,42H0,FLX,2006,409.41
28.2,Landings_t_,42G8,FLX,2006,0.125
C,Landings_t_,52G7,COD,2006,3.97
C,Landings_t_,49G9,COD,2006,6.975
C,Landings_t_,49G8,COD,2006,2.827
C,Landings_t_,47G9,COD,2006,0.007
B,Landings_t_,48G8,COD,2006,0.003
B,Landings_t_,47G8,COD,2006,0.2593
B,Landings_t_,46G8,COD,2006,0.018
B,Landings_t_,46G7,COD,2006,0.234
B,Landings_t_,46G6,COD,2006,0.055
B,Landings_t_,45G8,COD,2006,0.025
B,Landings_t_,44G9,COD,2006,0.079
B,Landings_t_,44G8,COD,2006,8.5945
B,Landings_t_,44G7,COD,2006,1.85
B,Landings_t_,44G6,COD,2006,4.831
B,Landings_t_,43G9,COD,2006,0.349
B,Landings_t_,43G8,COD,2006,5.168
B,Landings_t_,43G7,COD,2006,14.4455
B,Landings_t_,43G6,COD,2006,22.2919
B,Landings_t_,42G8,COD,2006,13.537
B,Landings_t_,42G7,COD,2006,19.154
B,Landings_t_,42G6,COD,2006,33.0215
B,Landings_t_,41H0,COD,2006,714.926
B,Landings_t_,41G9,COD,2006,942.0664
B,Landings_t_,41G8,COD,2006,141.9753
B,Landings_t_,41G7,COD,2006,107.421
B,Landings_t_,41G6,COD,2006,199.54
B,Landings_t_,41G5,COD,2006,215.244
B,Landings_t_,41G4,COD,2006,101.378
B,Landings_t_,40H0,COD,2006,290.151
B,Landings_t_,40G9,COD,2006,518.5789
B,Landings_t_,40G8,COD,2006,635.2529
B,Landings_t_,40G7,COD,2006,344.9987
B,Landings_t_,40G6,COD,2006,1892.904
B,Landings_t_,40G5,COD,2006,1888.7287
B,Landings_t_,40G4,COD,2006,2262.0575
B,Landings_t_,39H0,COD,2006,109.678
B,Landings_t_,39G9,COD,2006,194.0563
B,Landings_t_,39G8,COD,2006,2120.6324
B,Landings_t_,39G7,COD,2006,2695.3311
B,Landings_t_,39G6,COD,2006,3002.9783
B,Landings_t_,39G5,COD,2006,6996.6003
B,Landings_t_,39G4,COD,2006,2260.926
B,Landings_t_,38G9,COD,2006,745.5775
B,Landings_t_,38G8,COD,2006,2136.9127
B,Landings_t_,38G7,COD,2006,909.75
B,Landings_t_,38G6,COD,2006,1675.89
B,Landings_t_,38G5,COD,2006,3512.5536
B,Landings_t_,37G9,COD,2006,182.9647
B,Landings_t_,37G8,COD,2006,224.3032
B,Landings_t_,37G6,COD,2006,291.3954
B,Landings_t_,37G5,COD,2006,1353.8757
A,Landings_t_,41G2,COD,2006,820.472
A,Landings_t_,41G1,COD,2006,12.992
A,Landings_t_,41G0,COD,2006,8.497
A,Landings_t_,40G4,COD,2006,2.8849
A,Landings_t_,40G3,COD,2006,41.658
A,Landings_t_,40G2,COD,2006,1308.6255
A,Landings_t_,40G1,COD,2006,29.982
A,Landings_t_,40G0,COD,2006,340.15
A,Landings_t_,40F9,COD,2006,9.089
A,Landings_t_,39G4,COD,2006,1669.1815
A,Landings_t_,39G3,COD,2006,1574.6665
A,Landings_t_,39G2,COD,2006,1010.6422
A,Landings_t_,39G1,COD,2006,254.846
A,Landings_t_,39G0,COD,2006,680.668
A,Landings_t_,39F9,COD,2006,251.33
A,Landings_t_,38G4,COD,2006,2062.2639
A,Landings_t_,38G3,COD,2006,1500.4373
A,Landings_t_,38G2,COD,2006,2265.43
A,Landings_t_,38G1,COD,2006,821.672
A,Landings_t_,38G0,COD,2006,3477.259
A,Landings_t_,38F9,COD,2006,128.463
A,Landings_t_,37G4,COD,2006,589.1861
A,Landings_t_,37G3,COD,2006,540.7
A,Landings_t_,37G2,COD,2006,379.397
A,Landings_t_,37G1,COD,2006,3084.072
A,Landings_t_,37G0,COD,2006,316.889
A,Landings_t_,36G4,COD,2006,30.0205
A,Landings_t_,36G3,COD,2006,0.039
A,Landings_t_,36G0,COD,2006,5.383
28.2,Landings_t_,44H1,COD,2006,0.596
28.2,Landings_t_,44H0,COD,2006,7.459
28.2,Landings_t_,43H1,COD,2006,14.007
28.2,Landings_t_,43H0,COD,2006,16.33
28.2,Landings_t_,42H1,COD,2006,31.608
28.2,Landings_t_,42H0,COD,2006,157.75
28.2,Landings_t_,42G9,COD,2006,49.997
28.2,Landings_t_,42G8,COD,2006,28.47
C,Landings_t_,60H3,HER,2006,104.317
C,Landings_t_,60H2,HER,2006,79.438
C,Landings_t_,59H3,HER,2006,0.55
C,Landings_t_,59H2,HER,2006,34.65
C,Landings_t_,59H1,HER,2006,9.905
C,Landings_t_,58H1,HER,2006,9.2085
C,Landings_t_,57H4,HER,2006,0.03
C,Landings_t_,57H1,HER,2006,6.761
C,Landings_t_,56H0,HER,2006,16.64
C,Landings_t_,55G9,HER,2006,62.2845
C,Landings_t_,55G8,HER,2006,5.136
C,Landings_t_,54G8,HER,2006,21.4193
C,Landings_t_,54G7,HER,2006,1.762
C,Landings_t_,53G8,HER,2006,0.3
C,Landings_t_,53G7,HER,2006,354.749
C,Landings_t_,52G8,HER,2006,5.52
C,Landings_t_,52G7,HER,2006,292.513
C,Landings_t_,51G9,HER,2006,0.003
C,Landings_t_,51G8,HER,2006,81.24
C,Landings_t_,51G7,HER,2006,149.431
C,Landings_t_,50G8,HER,2006,30.7
C,Landings_t_,50G7,HER,2006,381.4097
C,Landings_t_,49G8,HER,2006,65.229
C,Landings_t_,48H7,HER,2006,231.01
C,Landings_t_,48H6,HER,2006,177.52
C,Landings_t_,48H5,HER,2006,1079.39
C,Landings_t_,48H4,HER,2006,2034.701
C,Landings_t_,48H3,HER,2006,535.56
C,Landings_t_,48H2,HER,2006,85.9
C,Landings_t_,48H1,HER,2006,200
C,Landings_t_,48H0,HER,2006,1.8
C,Landings_t_,47H7,HER,2006,107.16
C,Landings_t_,47H4,HER,2006,179.72
C,Landings_t_,47H3,HER,2006,1504.95
C,Landings_t_,47H2,HER,2006,989.32
C,Landings_t_,47H1,HER,2006,1885.87
C,Landings_t_,47H0,HER,2006,599.85
C,Landings_t_,47G9,HER,2006,96.51
C,Landings_t_,46H2,HER,2006,101.49
C,Landings_t_,46H1,HER,2006,1790.39
C,Landings_t_,46H0,HER,2006,1649.8
C,Landings_t_,46G9,HER,2006,1102.798
B,Landings_t_,48G8,HER,2006,0.972
B,Landings_t_,47G8,HER,2006,0.35
B,Landings_t_,46G8,HER,2006,297.515
B,Landings_t_,46G7,HER,2006,177.625
B,Landings_t_,45H4,HER,2006,49.3
B,Landings_t_,45H3,HER,2006,2385.19
B,Landings_t_,45H1,HER,2006,1033.35
B,Landings_t_,45H0,HER,2006,1683.885
B,Landings_t_,45G9,HER,2006,729.3
B,Landings_t_,45G8,HER,2006,156.015
B,Landings_t_,45G7,HER,2006,934.9
B,Landings_t_,45G6,HER,2006,0.485
B,Landings_t_,44H3,HER,2006,2972.808
B,Landings_t_,44H2,HER,2006,359.42
B,Landings_t_,44H1,HER,2006,438.92
B,Landings_t_,44H0,HER,2006,923.5
B,Landings_t_,44G9,HER,2006,1552.8
B,Landings_t_,44G8,HER,2006,0.15
B,Landings_t_,44G7,HER,2006,3677
B,Landings_t_,44G6,HER,2006,155.018
B,Landings_t_,43H1,HER,2006,1.6
B,Landings_t_,43H0,HER,2006,443.5
B,Landings_t_,43G9,HER,2006,923.9
B,Landings_t_,43G8,HER,2006,1564.095
B,Landings_t_,43G7,HER,2006,1196.736
B,Landings_t_,43G6,HER,2006,541.775
B,Landings_t_,42H0,HER,2006,878.3
B,Landings_t_,42G9,HER,2006,2068.3
B,Landings_t_,42G8,HER,2006,483.0005
B,Landings_t_,42G7,HER,2006,1355.003
B,Landings_t_,42G6,HER,2006,325.2805
B,Landings_t_,41H0,HER,2006,433.881
B,Landings_t_,41G9,HER,2006,1970.751
B,Landings_t_,41G8,HER,2006,2037.475
B,Landings_t_,41G7,HER,2006,977.075
B,Landings_t_,41G6,HER,2006,380.358
B,Landings_t_,41G5,HER,2006,0.581
B,Landings_t_,41G4,HER,2006,0.997
B,Landings_t_,40G9,HER,2006,218
B,Landings_t_,40G8,HER,2006,1817.1313
B,Landings_t_,40G7,HER,2006,1136.8448
B,Landings_t_,40G6,HER,2006,1453.3511
B,Landings_t_,40G5,HER,2006,971.5849
B,Landings_t_,40G4,HER,2006,1525.402
B,Landings_t_,39H0,HER,2006,60
B,Landings_t_,39G9,HER,2006,254.4503
B,Landings_t_,39G8,HER,2006,3244.6386
B,Landings_t_,39G7,HER,2006,2064.2917
B,Landings_t_,39G6,HER,2006,1516.7112
B,Landings_t_,39G5,HER,2006,1475.1361
B,Landings_t_,39G4,HER,2006,1617
B,Landings_t_,38G9,HER,2006,1268.82
B,Landings_t_,38G8,HER,2006,2153.7264
B,Landings_t_,38G7,HER,2006,11.8799
B,Landings_t_,38G6,HER,2006,899.8108
B,Landings_t_,38G5,HER,2006,4775.7444
B,Landings_t_,37G9,HER,2006,999.9395
B,Landings_t_,37G8,HER,2006,224.707
B,Landings_t_,37G6,HER,2006,4.4651
B,Landings_t_,37G5,HER,2006,1447.8091
A,Landings_t_,41G2,HER,2006,404.437
A,Landings_t_,40G4,HER,2006,25.2911
A,Landings_t_,40G3,HER,2006,0.013
A,Landings_t_,40G2,HER,2006,207.686
A,Landings_t_,40G0,HER,2006,0.953
A,Landings_t_,39G4,HER,2006,1599.3038
A,Landings_t_,39G3,HER,2006,2981.4809
A,Landings_t_,39G2,HER,2006,2873.21
A,Landings_t_,39G1,HER,2006,0.001
A,Landings_t_,39G0,HER,2006,0.025
A,Landings_t_,39F9,HER,2006,7.262
A,Landings_t_,38G4,HER,2006,4597.9104
A,Landings_t_,38G3,HER,2006,11778.8755
A,Landings_t_,38G2,HER,2006,3282.406
A,Landings_t_,38G1,HER,2006,594.613
A,Landings_t_,38G0,HER,2006,1182.369
A,Landings_t_,38F9,HER,2006,52.307
A,Landings_t_,37G4,HER,2006,1028.1032
A,Landings_t_,37G3,HER,2006,7699.671
A,Landings_t_,37G2,HER,2006,409.734
A,Landings_t_,37G1,HER,2006,2631.868
A,Landings_t_,37G0,HER,2006,32.055
A,Landings_t_,36G4,HER,2006,735.369
28.2,Landings_t_,45H1,HER,2006,33.54
28.2,Landings_t_,45H0,HER,2006,42.367
28.2,Landings_t_,45G9,HER,2006,1.586
28.2,Landings_t_,44H1,HER,2006,425.032
28.2,Landings_t_,44H0,HER,2006,244.449
28.2,Landings_t_,44G9,HER,2006,13.733
28.2,Landings_t_,43H1,HER,2006,413.032
28.2,Landings_t_,43H0,HER,2006,644.368
28.2,Landings_t_,43G9,HER,2006,5.939
28.2,Landings_t_,42H1,HER,2006,2.894
28.2,Landings_t_,42H0,HER,2006,283.637
28.2,Landings_t_,42G9,HER,2006,10.14
C,Landings_t_,58H1,SPR,2006,0.1
C,Landings_t_,48H7,SPR,2006,4.9
C,Landings_t_,48H6,SPR,2006,321.56
C,Landings_t_,48H5,SPR,2006,3649.01
C,Landings_t_,48H4,SPR,2006,7879.787
C,Landings_t_,48H3,SPR,2006,2459.78
C,Landings_t_,48H2,SPR,2006,177.5
C,Landings_t_,48H1,SPR,2006,380
C,Landings_t_,48H0,SPR,2006,11.83
C,Landings_t_,48G9,SPR,2006,9
C,Landings_t_,47H7,SPR,2006,11.55
C,Landings_t_,47H4,SPR,2006,613.1
C,Landings_t_,47H3,SPR,2006,7803.513
C,Landings_t_,47H2,SPR,2006,6958.973
C,Landings_t_,47H1,SPR,2006,6541.704
C,Landings_t_,47H0,SPR,2006,2766.734
C,Landings_t_,47G9,SPR,2006,342.2
C,Landings_t_,46H2,SPR,2006,578.05
C,Landings_t_,46H1,SPR,2006,7135.704
C,Landings_t_,46H0,SPR,2006,6761.278
C,Landings_t_,46G9,SPR,2006,3527.721
B,Landings_t_,47G8,SPR,2006,97.035
B,Landings_t_,46G8,SPR,2006,1131.5
B,Landings_t_,46G7,SPR,2006,225.2
B,Landings_t_,45H3,SPR,2006,15.2
B,Landings_t_,45H1,SPR,2006,3537.259
B,Landings_t_,45H0,SPR,2006,6083.207
B,Landings_t_,45G9,SPR,2006,2190.855
B,Landings_t_,45G8,SPR,2006,934
B,Landings_t_,45G7,SPR,2006,3183.1
B,Landings_t_,44H3,SPR,2006,252.63
B,Landings_t_,44H2,SPR,2006,27.17
B,Landings_t_,44H1,SPR,2006,923.99
B,Landings_t_,44H0,SPR,2006,2388.104
B,Landings_t_,44G9,SPR,2006,3546.684
B,Landings_t_,44G7,SPR,2006,12013
B,Landings_t_,44G6,SPR,2006,249.3
B,Landings_t_,43H1,SPR,2006,17
B,Landings_t_,43H0,SPR,2006,1478.304
B,Landings_t_,43G9,SPR,2006,4284.67
B,Landings_t_,43G8,SPR,2006,3033.235
B,Landings_t_,43G7,SPR,2006,2650.21
B,Landings_t_,43G6,SPR,2006,700.395
B,Landings_t_,42H0,SPR,2006,2234.127
B,Landings_t_,42G9,SPR,2006,5601.989
B,Landings_t_,42G8,SPR,2006,1573
B,Landings_t_,42G7,SPR,2006,3383.501
B,Landings_t_,42G6,SPR,2006,927.572
B,Landings_t_,41H0,SPR,2006,3251.701
B,Landings_t_,41G9,SPR,2006,10099.635
B,Landings_t_,41G8,SPR,2006,6730.304
B,Landings_t_,41G7,SPR,2006,2455.238
B,Landings_t_,41G6,SPR,2006,601.5
B,Landings_t_,40H0,SPR,2006,236.356
B,Landings_t_,40G9,SPR,2006,1408.144
B,Landings_t_,40G8,SPR,2006,7839.221
B,Landings_t_,40G7,SPR,2006,1382.3238
B,Landings_t_,40G6,SPR,2006,885.0848
B,Landings_t_,40G5,SPR,2006,3087.9548
B,Landings_t_,40G4,SPR,2006,2282.004
B,Landings_t_,39H0,SPR,2006,260
B,Landings_t_,39G9,SPR,2006,889.1869
B,Landings_t_,39G8,SPR,2006,21574.8705
B,Landings_t_,39G7,SPR,2006,9889.1165
B,Landings_t_,39G6,SPR,2006,2823.8496
B,Landings_t_,39G5,SPR,2006,5940.7052
B,Landings_t_,39G4,SPR,2006,1412.3
B,Landings_t_,38G9,SPR,2006,9428.0272
B,Landings_t_,38G8,SPR,2006,20587.0432
B,Landings_t_,38G6,SPR,2006,76.0188
B,Landings_t_,38G5,SPR,2006,5079.1978
B,Landings_t_,37G9,SPR,2006,2047.7366
B,Landings_t_,37G8,SPR,2006,539.9989
B,Landings_t_,37G5,SPR,2006,71.2228
A,Landings_t_,40G4,SPR,2006,146.3353
A,Landings_t_,40G0,SPR,2006,2928.912
A,Landings_t_,40F9,SPR,2006,10.005
A,Landings_t_,39G4,SPR,2006,514.6599
A,Landings_t_,39G3,SPR,2006,485.9659
A,Landings_t_,39G2,SPR,2006,198.499
A,Landings_t_,39G1,SPR,2006,90.193
A,Landings_t_,39G0,SPR,2006,3706.609
A,Landings_t_,39F9,SPR,2006,1620.395
A,Landings_t_,38G4,SPR,2006,385.2085
A,Landings_t_,38G3,SPR,2006,374.8016
A,Landings_t_,38G2,SPR,2006,1084.26
A,Landings_t_,38G1,SPR,2006,3022.319
A,Landings_t_,38G0,SPR,2006,4826.992
A,Landings_t_,38F9,SPR,2006,4.99
A,Landings_t_,37G3,SPR,2006,0.737
A,Landings_t_,37G2,SPR,2006,104.03
A,Landings_t_,37G1,SPR,2006,3113.641
A,Landings_t_,37G0,SPR,2006,410.645
28.2,Landings_t_,45H1,SPR,2006,1113.039
28.2,Landings_t_,45H0,SPR,2006,3277.695
28.2,Landings_t_,45G9,SPR,2006,499.903
28.2,Landings_t_,44H1,SPR,2006,5838.616
28.2,Landings_t_,44H0,SPR,2006,8905.941
28.2,Landings_t_,44G9,SPR,2006,509.74
28.2,Landings_t_,43H1,SPR,2006,3642.222
28.2,Landings_t_,43H0,SPR,2006,9552.551
28.2,Landings_t_,43G9,SPR,2006,1341.78
28.2,Landings_t_,42H0,SPR,2006,8096.38
28.2,Landings_t_,42G9,SPR,2006,1588.683
A,Landings_t_,41G2,RED,2005,0.001
A,Landings_t_,41G2,GHL,2005,0.004
A,Landings_t_,41G2,BSS,2005,0.005
A,Landings_t_,40G2,BSS,2005,0.001
A,Landings_t_,38G0,USK,2005,0.002
B,Landings_t_,40G5,HAL,2005,0.125
A,Landings_t_,40G0,HAL,2005,0.004
A,Landings_t_,39G2,HAL,2005,0.016
A,Landings_t_,38G0,HAL,2005,0.001
A,Landings_t_,41G2,DGS,2005,0.038
A,Landings_t_,41G0,DGS,2005,0.009
A,Landings_t_,40G0,DGS,2005,0.001
A,Landings_t_,37G0,DGS,2005,0.001
A,Landings_t_,41G2,RAJ,2005,0.004
A,Landings_t_,40G2,RAJ,2005,0.002
A,Landings_t_,40G1,RAJ,2005,0.009
A,Landings_t_,38G3,RAJ,2005,0.041
A,Landings_t_,38G2,RAJ,2005,0.046
A,Landings_t_,41G2,ANF,2005,0.051
A,Landings_t_,41G0,ANF,2005,0.043
A,Landings_t_,40G0,ANF,2005,0.001
A,Landings_t_,39G0,ANF,2005,0.001
A,Landings_t_,38G1,ANF,2005,0.003
A,Landings_t_,38G0,ANF,2005,0.046
A,Landings_t_,36G4,BLI,2005,0.543
A,Landings_t_,41G2,HKE,2005,0.367
A,Landings_t_,41G0,HKE,2005,0.15
A,Landings_t_,40G1,HKE,2005,0.002
A,Landings_t_,40G0,HKE,2005,0.002
A,Landings_t_,39G4,HKE,2005,0.001
A,Landings_t_,39G1,HKE,2005,0.001
A,Landings_t_,39G0,HKE,2005,0.002
A,Landings_t_,38G0,HKE,2005,0.044
A,Landings_t_,41G2,CRE,2005,0.0315
A,Landings_t_,41G0,CRE,2005,0.001
A,Landings_t_,40G2,CRE,2005,0.746
A,Landings_t_,37G1,CRE,2005,0.002
A,Landings_t_,37G0,CRE,2005,0.001
A,Landings_t_,39G4,PLA,2005,0.14
B,Landings_t_,41G4,CAT,2005,0.001
B,Landings_t_,40G4,CAT,2005,0.001
B,Landings_t_,39G5,CAT,2005,0.006
A,Landings_t_,41G2,CAT,2005,0.426
A,Landings_t_,41G1,CAT,2005,0.002
A,Landings_t_,41G0,CAT,2005,0.04
A,Landings_t_,40G3,CAT,2005,0.001
A,Landings_t_,40G2,CAT,2005,0.068
A,Landings_t_,40G1,CAT,2005,0.017
A,Landings_t_,40G0,CAT,2005,0.157
A,Landings_t_,39G2,CAT,2005,0.004
A,Landings_t_,38G4,CAT,2005,0.016
A,Landings_t_,38G1,CAT,2005,0.004
A,Landings_t_,38G0,CAT,2005,0.004
A,Landings_t_,37G0,CAT,2005,0.001
B,Landings_t_,40G5,LIN,2005,0.011
B,Landings_t_,40G4,LIN,2005,0.002
B,Landings_t_,39G5,LIN,2005,0.013
A,Landings_t_,41G2,LIN,2005,0.181
A,Landings_t_,41G1,LIN,2005,0.002
A,Landings_t_,41G0,LIN,2005,0.017
A,Landings_t_,40G2,LIN,2005,0.011
A,Landings_t_,40G1,LIN,2005,0.056
A,Landings_t_,40G0,LIN,2005,0.277
A,Landings_t_,39G2,LIN,2005,0.083
A,Landings_t_,39G1,LIN,2005,0.025
A,Landings_t_,39G0,LIN,2005,0.092
A,Landings_t_,39F9,LIN,2005,0.003
A,Landings_t_,38G3,LIN,2005,0.001
A,Landings_t_,38G2,LIN,2005,0.001
A,Landings_t_,38G1,LIN,2005,0.008
A,Landings_t_,38G0,LIN,2005,0.098
A,Landings_t_,37G0,LIN,2005,0.001
A,Landings_t_,41G2,POL,2005,0.06
A,Landings_t_,41G1,POL,2005,0.001
A,Landings_t_,41G0,POL,2005,0.531
A,Landings_t_,40G1,POL,2005,0.01
A,Landings_t_,40G0,POL,2005,1.25
A,Landings_t_,40F9,POL,2005,0.005
A,Landings_t_,39G3,POL,2005,0.007
A,Landings_t_,39G2,POL,2005,0.126
A,Landings_t_,39F9,POL,2005,0.004
A,Landings_t_,38G0,POL,2005,0.005
B,Landings_t_,40G4,WIT,2005,0.002
A,Landings_t_,41G2,WIT,2005,0.357
A,Landings_t_,41G1,WIT,2005,0.005
A,Landings_t_,41G0,WIT,2005,0.034
A,Landings_t_,40G2,WIT,2005,0.001
A,Landings_t_,40G1,WIT,2005,0.006
A,Landings_t_,40G0,WIT,2005,0.04
A,Landings_t_,39G4,WIT,2005,0.001
A,Landings_t_,39G1,WIT,2005,0.001
A,Landings_t_,39G0,WIT,2005,0.004
A,Landings_t_,38G4,WIT,2005,0.001
A,Landings_t_,38G2,WIT,2005,0.594
A,Landings_t_,38G0,WIT,2005,0.126
A,Landings_t_,37G2,WIT,2005,0.007
A,Landings_t_,37G0,WIT,2005,0.001
A,Landings_t_,39G1,CSH,2005,0.003
A,Landings_t_,38G0,CSH,2005,0.542
B,Landings_t_,41G4,HAD,2005,0.004
B,Landings_t_,40G5,HAD,2005,0.001
B,Landings_t_,40G4,HAD,2005,0.056
B,Landings_t_,39G5,HAD,2005,0.019
B,Landings_t_,39G4,HAD,2005,0.015
B,Landings_t_,38G5,HAD,2005,0.017
A,Landings_t_,41G2,HAD,2005,2.814
A,Landings_t_,41G1,HAD,2005,1.432
A,Landings_t_,41G0,HAD,2005,0.026
A,Landings_t_,40G2,HAD,2005,0.017
A,Landings_t_,40G1,HAD,2005,0.082
